"Standard Report - Exports"
"Current date: 07/13/2019 5:44 PM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","District","Value ($US)",
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Savannah, GA","883,579"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Seattle, WA","3,505,000"
"3915 Waste, Parings And Scrap, Of Plastics","Austria","2016","All Districts","23,810"
"3915 Waste, Parings And Scrap, Of Plastics","Austria","2016","Los Angeles, CA","2,940"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","All Districts","4,563,027"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Charleston, SC","35,000"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Houston-Galveston, TX","528,646"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Los Angeles, CA","359,118"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","New York City, NY","41,088"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Norfolk, VA","10,400"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","San Francisco, CA","68,310"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Savannah, GA","9,200"
"3915 Waste, Parings And Scrap, Of Plastics","Belgium","2016","Seattle, WA","3,505,000"
"3915 Waste, Parings And Scrap, Of Plastics","Bulgaria","2016","All Districts","22,591"
"3915 Waste, Parings And Scrap, Of Plastics","Bulgaria","2016","Charleston, SC","8,829"
"3915 Waste, Parings And Scrap, Of Plastics","Czech Republic","2016","All Districts","173,395"
"3915 Waste, Parings And Scrap, Of Plastics","Czech Republic","2016","Houston-Galveston, TX","28,512"
"3915 Waste, Parings And Scrap, Of Plastics","Czech Republic","2016","Los Angeles, CA","105,094"
"3915 Waste, Parings And Scrap, Of Plastics","Czech Republic","2016","New York City, NY","25,801"
"3915 Waste, Parings And Scrap, Of Plastics","Denmark","2016","All Districts","15,840"
"3915 Waste, Parings And Scrap, Of Plastics","Denmark","2016","New York City, NY","15,840"
"3915 Waste, Parings And Scrap, Of Plastics","France","2016","All Districts","359,285"
"3915 Waste, Parings And Scrap, Of Plastics","France","2016","Houston-Galveston, TX","9,436"
"3915 Waste, Parings And Scrap, Of Plastics","France","2016","New York City, NY","245,233"
"3915 Waste, Parings And Scrap, Of Plastics","France","2016","Norfolk, VA","12,003"
"3915 Waste, Parings And Scrap, Of Plastics","France","2016","San Francisco, CA","4,853"
"3915 Waste, Parings And Scrap, Of Plastics","Georgia","2016","All Districts","34,454"
"3915 Waste, Parings And Scrap, Of Plastics","Georgia","2016","Houston-Galveston, TX","24,585"
"3915 Waste, Parings And Scrap, Of Plastics","Georgia","2016","New York City, NY","6,935"
"3915 Waste, Parings And Scrap, Of Plastics","Germany","2016","All Districts","654,646"
"3915 Waste, Parings And Scrap, Of Plastics","Germany","2016","Charleston, SC","29,015"
"3915 Waste, Parings And Scrap, Of Plastics","Germany","2016","Detroit, MI","2,745"
"3915 Waste, Parings And Scrap, Of Plastics","Germany","2016","New York City, NY","182,462"
"3915 Waste, Parings And Scrap, Of Plastics","Germany","2016","Savannah, GA","119,469"
"3915 Waste, Parings And Scrap, Of Plastics","Greece","2016","All Districts","105,230"
"3915 Waste, Parings And Scrap, Of Plastics","Greece","2016","New York City, NY","55,764"
"3915 Waste, Parings And Scrap, Of Plastics","Greece","2016","Savannah, GA","49,466"
"3915 Waste, Parings And Scrap, Of Plastics","Hungary","2016","All Districts","41,255"
"3915 Waste, Parings And Scrap, Of Plastics","Hungary","2016","Los Angeles, CA","3,300"
"3915 Waste, Parings And Scrap, Of Plastics","Ireland","2016","All Districts","3,114,106"
